"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	20.635	0.134	20.374	20.898	29592	257840469
"Male"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	3189	0
"Male"	"10yrs_2006_2015"	"Myeloma"	"AllRaceEth"	8.274	0.024	8.228	8.321	125606	1524813716
"Male"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic White"	7.539	0.026	7.489	7.589	89216	984819124
"Male"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Black"	16.067	0.116	15.840	16.295	22013	189792707
"Male"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	7.085	0.311	6.488	7.718	637	12686384
"Male"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	4.913	0.094	4.731	5.099	3009	79675032
"Male"	"10yrs_2006_2015"	"Myeloma"	"Hispanic (All Races)"	7.962	0.086	7.795	8.132	10027	257840469
"Male"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	704	0
"Male"	"10yrs_2006_2015"	"Leukemias"	"AllRaceEth"	18.444	0.036	18.374	18.514	275354	1524813716
"Male"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic White"	19.466	0.042	19.383	19.549	220631	984819124
"Male"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Black"	14.125	0.107	13.916	14.336	20293	189792707
"Male"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	13.680	0.416	12.877	14.517	1330	12686384
"Male"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	10.131	0.130	9.877	10.389	6655	79675032
"Male"	"10yrs_2006_2015"	"Leukemias"	"Hispanic (All Races)"	13.935	0.106	13.728	14.145	23499	257840469
"Male"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	2946	0
"Male"	"10yrs_2006_2015"	"Mesothelioma"	"AllRaceEth"	1.769	0.011	1.747	1.791	25145	1524813716
"Male"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic White"	1.941	0.013	1.915	1.967	22111	984819124
"Male"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Black"	0.919	0.029	0.862	0.978	1107	189792707
"Male"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	1.253	0.142	0.990	1.557	95	12686384
"Male"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.552	0.033	0.489	0.619	308	79675032
"Male"	"10yrs_2006_2015"	"Mesothelioma"	"Hispanic (All Races)"	1.309	0.037	1.238	1.382	1465	257840469
"Male"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	59	0
"Male"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"AllRaceEth"	0.753	0.007	0.739	0.767	11009	1524813716
"Male"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.489	0.007	0.476	0.503	4984	984819124
"Male"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Black"	1.752	0.033	1.689	1.817	3063	189792707
"Male"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.603	0.081	0.455	0.783	63	12686384
"Male"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.366	0.024	0.322	0.416	265	79675032
"Male"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Hispanic (All Races)"	1.254	0.029	1.197	1.313	2340	257840469
"Male"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	294	0
"Female"	"1yr_2015"	"All Sites"	"AllRaceEth"	430.041	0.481	429.099	430.984	844363	162832151
"Female"	"1yr_2015"	"All Sites"	"Non-Hispanic White"	450.595	0.594	449.432	451.760	638317	101995190
"Female"	"1yr_2015"	"All Sites"	"Non-Hispanic Black"	412.912	1.403	410.167	415.670	90645	21759420
"Female"	"1yr_2015"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	393.163	5.683	382.101	404.459	5142	1367353
"Female"	"1yr_2015"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	303.452	1.757	300.019	306.915	30837	9953079
"Female"	"1yr_2015"	"All Sites"	"Hispanic (All Races)"	346.710	1.328	344.113	349.321	72543	27757109
"Female"	"1yr_2015"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	6879	0
"Female"	"1yr_2015"	"Oral Cavity and Pharynx"	"AllRaceEth"	6.592	0.059	6.477	6.709	13189	162832151
"Female"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	7.113	0.073	6.970	7.258	10325	101995190
"Female"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	5.190	0.155	4.891	5.502	1179	21759420
"Female"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	5.647	0.682	4.389	7.148	74	1367353
"Female"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	5.700	0.241	5.238	6.194	578	9953079
"Female"	"1yr_2015"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	4.445	0.153	4.150	4.755	898	27757109
"Female"	"1yr_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	135	0
"Female"	"1yr_2015"	"Esophagus"	"AllRaceEth"	1.789	0.030	1.731	1.849	3719	162832151
"Female"	"1yr_2015"	"Esophagus"	"Non-Hispanic White"	1.849	0.036	1.780	1.921	2873	101995190
"Female"	"1yr_2015"	"Esophagus"	"Non-Hispanic Black"	2.268	0.103	2.070	2.480	507	21759420
"Female"	"1yr_2015"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	1.431	0.334	0.853	2.254	20	1367353
"Female"	"1yr_2015"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	0.920	0.100	0.734	1.139	87	9953079
"Female"	"1yr_2015"	"Esophagus"	"Hispanic (All Races)"	1.194	0.083	1.038	1.366	219	27757109
"Female"	"1yr_2015"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"1yr_2015"	"Stomach"	"AllRaceEth"	4.643	0.050	4.547	4.741	9253	162832151
"Female"	"1yr_2015"	"Stomach"	"Non-Hispanic White"	3.477	0.050	3.379	3.577	5205	101995190
"Female"	"1yr_2015"	"Stomach"	"Non-Hispanic Black"	7.546	0.193	7.172	7.935	1587	21759420
"Female"	"1yr_2015"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	5.111	0.660	3.900	6.571	64	1367353
"Female"	"1yr_2015"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	7.951	0.291	7.391	8.542	773	9953079
"Female"	"1yr_2015"	"Stomach"	"Hispanic (All Races)"	7.884	0.205	7.488	8.295	1569	27757109
"Female"	"1yr_2015"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	55	0
"Female"	"1yr_2015"	"Colon and Rectum"	"AllRaceEth"	34.043	0.134	33.782	34.306	68202	162832151
"Female"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic White"	34.102	0.160	33.790	34.416	50109	101995190
"Female"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic Black"	39.386	0.433	38.541	40.245	8630	21759420
"Female"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	38.465	1.788	35.040	42.129	499	1367353
"Female"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	26.233	0.523	25.218	27.278	2606	9953079
"Female"	"1yr_2015"	"Colon and Rectum"	"Hispanic (All Races)"	29.232	0.392	28.468	30.010	5882	27757109
"Female"	"1yr_2015"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	476	0
"Female"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	4.705	0.049	4.610	4.801	9735	162832151
"Female"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	3.898	0.052	3.796	4.003	5939	101995190
"Female"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	5.780	0.162	5.467	6.107	1337	21759420
"Female"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	9.049	0.860	7.442	10.897	121	1367353
"Female"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	7.596	0.287	7.044	8.179	731	9953079
"Female"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	8.281	0.215	7.864	8.712	1570	27757109
"Female"	"1yr_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	37	0
"Female"	"1yr_2015"	"Pancreas"	"AllRaceEth"	11.536	0.076	11.387	11.686	23940	162832151
"Female"	"1yr_2015"	"Pancreas"	"Non-Hispanic White"	11.306	0.088	11.135	11.480	17701	101995190
"Female"	"1yr_2015"	"Pancreas"	"Non-Hispanic Black"	15.244	0.273	14.715	15.788	3277	21759420
"Female"	"1yr_2015"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	10.966	0.970	9.147	13.032	137	1367353
"Female"	"1yr_2015"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	8.913	0.313	8.310	9.547	842	9953079
"Female"	"1yr_2015"	"Pancreas"	"Hispanic (All Races)"	10.473	0.245	9.998	10.963	1926	27757109
"Female"	"1yr_2015"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	57	0
"Female"	"1yr_2015"	"Larynx"	"AllRaceEth"	1.267	0.025	1.217	1.317	2601	162832151
"Female"	"1yr_2015"	"Larynx"	"Non-Hispanic White"	1.413	0.032	1.350	1.477	2082	101995190
"Female"	"1yr_2015"	"Larynx"	"Non-Hispanic Black"	1.508	0.082	1.351	1.679	352	21759420
"Female"	"1yr_2015"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	1.677	0.359	1.049	2.545	24	1367353
"Female"	"1yr_2015"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.264	0.054	0.169	0.392	25	9953079
"Female"	"1yr_2015"	"Larynx"	"Hispanic (All Races)"	0.517	0.051	0.421	0.628	107	27757109
"Female"	"1yr_2015"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"1yr_2015"	"Lung and Bronchus"	"AllRaceEth"	52.159	0.161	51.843	52.476	107858	162832151
"Female"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic White"	57.396	0.197	57.011	57.784	88920	101995190
"Female"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic Black"	48.528	0.482	47.588	49.482	10652	21759420
"Female"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	51.041	2.065	47.073	55.248	661	1367353
"Female"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	28.179	0.548	27.116	29.274	2754	9953079
"Female"	"1yr_2015"	"Lung and Bronchus"	"Hispanic (All Races)"	25.139	0.379	24.401	25.892	4630	27757109
"Female"	"1yr_2015"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	241	0
"Female"	"1yr_2015"	"Melanoma of the Skin"	"AllRaceEth"	18.344	0.102	18.144	18.545	34338	162832151
"Female"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic White"	24.596	0.147	24.308	24.887	31425	101995190
"Female"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.897	0.066	0.772	1.037	189	21759420
"Female"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.310	0.824	6.775	10.086	109	1367353
"Female"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.358	0.116	1.139	1.606	141	9953079
"Female"	"1yr_2015"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.743	0.153	4.448	5.052	1024	27757109
"Female"	"1yr_2015"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	1450	0
"Female"	"1yr_2015"	"Breast"	"AllRaceEth"	127.818	0.264	127.300	128.337	247921	162832151
"Female"	"1yr_2015"	"Breast"	"Non-Hispanic White"	133.195	0.326	132.557	133.836	185296	101995190
"Female"	"1yr_2015"	"Breast"	"Non-Hispanic Black"	129.227	0.783	127.697	130.772	28463	21759420
"Female"	"1yr_2015"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	104.265	2.906	98.646	110.117	1376	1367353
"Female"	"1yr_2015"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	99.252	0.989	97.324	101.210	10362	9953079
"Female"	"1yr_2015"	"Breast"	"Hispanic (All Races)"	97.903	0.693	96.549	99.271	20933	27757109
"Female"	"1yr_2015"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	1491	0
"Female"	"1yr_2015"	"Cervix Uteri"	"AllRaceEth"	7.832	0.070	7.694	7.971	13178	162832151
"Female"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic White"	7.423	0.088	7.252	7.597	8024	101995190
"Female"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic Black"	9.040	0.209	8.636	9.459	1953	21759420
"Female"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	10.372	0.929	8.631	12.355	131	1367353
"Female"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	6.384	0.251	5.901	6.897	661	9953079
"Female"	"1yr_2015"	"Cervix Uteri"	"Hispanic (All Races)"	9.761	0.209	9.357	10.179	2284	27757109
"Female"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	125	0
"Female"	"1yr_2015"	"Corpus and Uterus, NOS"	"AllRaceEth"	27.252	0.119	27.020	27.486	55488	162832151
"Female"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	27.734	0.143	27.454	28.016	40875	101995190
"Female"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	27.653	0.355	26.961	28.358	6358	21759420
"Female"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	24.374	1.367	21.768	27.207	341	1367353
"Female"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	20.143	0.442	19.286	21.028	2142	9953079
"Female"	"1yr_2015"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	24.595	0.344	23.926	25.277	5369	27757109
"Female"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	403	0
"Female"	"1yr_2015"	"Ovary"	"AllRaceEth"	11.333	0.078	11.180	11.488	22114	162832151
"Female"	"1yr_2015"	"Ovary"	"Non-Hispanic White"	11.806	0.096	11.618	11.997	16578	101995190
"Female"	"1yr_2015"	"Ovary"	"Non-Hispanic Black"	9.085	0.208	8.682	9.501	2002	21759420
"Female"	"1yr_2015"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	12.036	0.999	10.158	14.156	156	1367353
"Female"	"1yr_2015"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	9.604	0.307	9.012	10.226	1007	9953079
"Female"	"1yr_2015"	"Ovary"	"Hispanic (All Races)"	10.419	0.227	9.979	10.873	2241	27757109
"Female"	"1yr_2015"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	130	0
"Female"	"1yr_2015"	"Prostate"	"AllRaceEth"	 	 	 	 	 	162832151
"Female"	"1yr_2015"	"Prostate"	"Non-Hispanic White"	 	 	 	 	 	101995190
"Female"	"1yr_2015"	"Prostate"	"Non-Hispanic Black"	 	 	 	 	 	21759420
"Female"	"1yr_2015"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1367353
"Female"	"1yr_2015"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9953079
"Female"	"1yr_2015"	"Prostate"	"Hispanic (All Races)"	 	 	 	 	 	27757109
"Female"	"1yr_2015"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"1yr_2015"	"Testis"	"AllRaceEth"	 	 	 	 	 	162832151
"Female"	"1yr_2015"	"Testis"	"Non-Hispanic White"	 	 	 	 	 	101995190
"Female"	"1yr_2015"	"Testis"	"Non-Hispanic Black"	 	 	 	 	 	21759420
"Female"	"1yr_2015"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1367353
"Female"	"1yr_2015"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9953079
"Female"	"1yr_2015"	"Testis"	"Hispanic (All Races)"	 	 	 	 	 	27757109
"Female"	"1yr_2015"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"1yr_2015"	"Urinary Bladder"	"AllRaceEth"	8.644	0.066	8.516	8.774	18012	162832151
"Female"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic White"	9.595	0.080	9.438	9.755	15075	101995190
"Female"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic Black"	6.582	0.181	6.233	6.945	1387	21759420
"Female"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	5.918	0.709	4.611	7.473	76	1367353
"Female"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	3.758	0.204	3.368	4.179	351	9953079
"Female"	"1yr_2015"	"Urinary Bladder"	"Hispanic (All Races)"	5.094	0.172	4.762	5.441	923	27757109
"Female"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	200	0
"Female"	"1yr_2015"	"Kidney and Renal Pelvis"	"AllRaceEth"	11.934	0.080	11.778	12.092	23529	162832151
"Female"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	11.843	0.096	11.656	12.033	16861	101995190
"Female"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	13.740	0.255	13.245	14.248	3044	21759420
"Female"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	16.398	1.139	14.241	18.789	222	1367353
"Female"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	5.749	0.245	5.278	6.249	571	9953079
"Female"	"1yr_2015"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	12.951	0.256	12.455	13.461	2721	27757109
"Female"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	110	0
"Female"	"1yr_2015"	"Brain and Other Nervous System"	"AllRaceEth"	5.669	0.057	5.557	5.782	10365	162832151
"Female"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic White"	6.470	0.077	6.320	6.622	8067	101995190
"Female"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic Black"	3.416	0.128	3.171	3.676	741	21759420
"Female"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	3.672	0.549	2.676	4.912	48	1367353
"Female"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.207	0.182	2.861	3.584	322	9953079
"Female"	"1yr_2015"	"Brain and Other Nervous System"	"Hispanic (All Races)"	4.706	0.148	4.420	5.005	1111	27757109
"Female"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	76	0
"Female"	"1yr_2015"	"Thyroid"	"AllRaceEth"	21.895	0.117	21.667	22.125	37188	162832151
"Female"	"1yr_2015"	"Thyroid"	"Non-Hispanic White"	23.301	0.154	23.000	23.605	25502	101995190
"Female"	"1yr_2015"	"Thyroid"	"Non-Hispanic Black"	14.362	0.262	13.852	14.886	3118	21759420
"Female"	"1yr_2015"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	17.535	1.175	15.307	19.995	235	1367353
"Female"	"1yr_2015"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	23.476	0.474	22.556	24.426	2501	9953079
"Female"	"1yr_2015"	"Thyroid"	"Hispanic (All Races)"	22.288	0.309	21.686	22.901	5435	27757109
"Female"	"1yr_2015"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	397	0
"Female"	"1yr_2015"	"Hodgkin Lymphoma"	"AllRaceEth"	2.324	0.038	2.250	2.400	3839	162832151
"Female"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.524	0.052	2.424	2.627	2598	101995190
"Female"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.373	0.106	2.170	2.591	517	21759420
"Female"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	2.000	0.394	1.304	2.936	27	1367353
"Female"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.230	0.112	1.020	1.470	125	9953079
"Female"	"1yr_2015"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.073	0.093	1.893	2.264	535	27757109
"Female"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	37	0
"Female"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	16.271	0.093	16.090	16.454	32440	162832151
"Female"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	16.986	0.112	16.767	17.208	24971	101995190
"Female"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	12.474	0.245	11.999	12.963	2712	21759420
"Female"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	14.311	1.127	12.188	16.686	173	1367353
"Female"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	11.119	0.341	10.460	11.809	1101	9953079
"Female"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	15.747	0.289	15.185	16.324	3158	27757109
"Female"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	325	0
"Female"	"1yr_2015"	"Myeloma"	"AllRaceEth"	5.779	0.054	5.673	5.886	11793	162832151
"Female"	"1yr_2015"	"Myeloma"	"Non-Hispanic White"	4.842	0.058	4.729	4.957	7452	101995190
"Female"	"1yr_2015"	"Myeloma"	"Non-Hispanic Black"	12.572	0.247	12.092	13.067	2707	21759420
"Female"	"1yr_2015"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.191	0.730	4.844	7.788	77	1367353
"Female"	"1yr_2015"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.080	0.180	2.737	3.454	304	9953079
"Female"	"1yr_2015"	"Myeloma"	"Hispanic (All Races)"	6.067	0.184	5.712	6.436	1151	27757109
"Female"	"1yr_2015"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	102	0
"Female"	"1yr_2015"	"Leukemias"	"AllRaceEth"	11.516	0.079	11.361	11.672	22251	162832151
"Female"	"1yr_2015"	"Leukemias"	"Non-Hispanic White"	12.113	0.099	11.920	12.308	16995	101995190
"Female"	"1yr_2015"	"Leukemias"	"Non-Hispanic Black"	9.258	0.212	8.847	9.683	1984	21759420
"Female"	"1yr_2015"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	10.270	0.932	8.525	12.261	130	1367353
"Female"	"1yr_2015"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	6.306	0.260	5.807	6.836	609	9953079
"Female"	"1yr_2015"	"Leukemias"	"Hispanic (All Races)"	9.813	0.219	9.389	10.252	2215	27757109
"Female"	"1yr_2015"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	318	0
"Female"	"1yr_2015"	"Mesothelioma"	"AllRaceEth"	0.418	0.015	0.389	0.448	840	162832151
"Female"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic White"	0.474	0.018	0.438	0.512	711	101995190
"Female"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic Black"	0.218	0.034	0.157	0.294	44	21759420
"Female"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1367353
"Female"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9953079
"Female"	"1yr_2015"	"Mesothelioma"	"Hispanic (All Races)"	0.307	0.039	0.235	0.394	64	27757109
"Female"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"1yr_2015"	"Kaposi Sarcoma"	"AllRaceEth"	0.070	0.006	0.058	0.083	137	162832151
"Female"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.045	0.006	0.035	0.058	72	101995190
"Female"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.145	0.027	0.096	0.208	29	21759420
"Female"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1367353
"Female"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9953079
"Female"	"1yr_2015"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.111	0.025	0.067	0.171	20	27757109
"Female"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"5yrs_2011_2015"	"All Sites"	"AllRaceEth"	426.511	0.217	426.086	426.936	4048996	802919699
"Female"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic White"	445.555	0.264	445.037	446.074	3095295	509522873
"Female"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic Black"	414.298	0.644	413.037	415.562	431366	106625700
"Female"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	388.747	2.610	383.648	393.896	23955	6724089
"Female"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	300.312	0.819	298.708	301.921	139357	46789167
"Female"	"5yrs_2011_2015"	"All Sites"	"Hispanic (All Races)"	341.851	0.618	340.642	343.064	328301	133257870
"Female"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	30722	0
"Female"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"AllRaceEth"	6.469	0.026	6.417	6.521	62390	802919699
"Female"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	6.947	0.033	6.883	7.011	49383	509522873
"Female"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	5.214	0.071	5.076	5.356	5595	106625700
"Female"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	5.908	0.317	5.303	6.563	376	6724089
"Female"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	5.361	0.110	5.148	5.580	2485	46789167
